0,504275.6749141126
1000,196253.31794291417
2000,139101.3718659039
3000,81622.6423765004
4000,59595.20078657195
5000,32161.894782920375
6000,13957.989828141654
7000,11062.19618667329
8000,5549.926735746289
9000,4679.731842855693
10000,2685.076385994577
11000,2609.8839658869665
12000,1092.8176430334593
13000,936.8471360835998
14000,483.67221717442345
15000,483.67221717442345
16000,266.74036105484186
17000,208.7221912164426
18000,147.94383183290094
19000,78.9570701568848
20000,48.65569134307944
21000,48.030378822907124
22000,23.271879948984317
23000,8.359666301706289
24000,8.747309865065331
25000,7.404202019505859
26000,3.2446515423839273
27000,3.0913862251302744
28000,0.9001713051436623
29000,0.9001713051436623
30000,0.5526588412413727
31000,0.6097767210958154
32000,0.4077851416465616
33000,0.2686944287862933
34000,0.2305912312971747
35000,0.17053270743598808
36000,0.10154840574756134
37000,0.09138650485504887
38000,0.051053848623087525
39000,0.03855348439912921
40000,0.028828135721890576
41000,0.014936080059977545
42000,0.013250274476444224
43000,0.009282602905099043
44000,0.006168840578679281
45000,0.0033357747518074354
46000,0.0030105833492853414
47000,0.001369947134536953
48000,7.92670007176389E-4
49000,7.699676187132801E-4
50000,4.042564336065266E-4
51000,3.424513281082181E-4
52000,2.740121858165742E-4
53000,1.6224229619737467E-4
54000,8.023954877087742E-5
55000,6.681430271876526E-5
56000,6.209271716973159E-5
57000,3.861352201863968E-5
58000,2.8194123053763737E-5
59000,1.655865342383946E-5
60000,1.0725381621511633E-5
61000,8.388150470307407E-6
62000,4.192053266334782E-6
63000,3.8313642338336045E-6
64000,2.2534118209828212E-6
65000,1.7401595343910879E-6
66000,9.569709931840285E-7
67000,6.9880976237177E-7
68000,3.7526568684782E-7
69000,2.495910394755345E-7
70000,1.778410087453109E-7
71000,1.7570734454305567E-7
72000,1.464585523928936E-7
72200,9.052037122756582E-8
